gene,mutated_samples,dcb_mutated,dcb_wildtype,no_dcb_mutated,no_dcb_wildtype,dcb_mutation_fraction,no_dcb_mutation_fraction,odds_ratio_dcb,p_value,flag_gene,biology_panel,frequency_tier,q_value
BCL3,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
BCO2,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
BEND4,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
BIRC3,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
BMAL1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
BMAL2,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
BMP1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
BMP2,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
BPIFB4,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
BRD8,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
BTBD10,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
BTBD3,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
BTG3,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
C11ORF24,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
C1ORF87,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
C1ORF94,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
C2CD5,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CACNB4,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CACTIN,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CALR3,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CAMK1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CAMK2B,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CAPN10,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CARD8,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CATSPER1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CBLC,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CBLL1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CBLN4,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CBY2,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CC2D1A,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CCAR1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CCDC106,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CCDC185,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CCDC30,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CCDC77,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CCHCR1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CCNE1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CCNF,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CCNK,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CCNT1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CCR3,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CCSER2,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CD101,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CD109,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CD19,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CD1A,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CD207,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CD209,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CD226,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CD244,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CD33,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CD68,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CDAN1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CDHR2,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CELA1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CEP290,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CEP72,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CEP89,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CEP97,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CER1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CERKL,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CFAP107,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CFAP300,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CHD4,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CHEK1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CHPT1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CHRNA4,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CHRNB4,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CHST10,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CHST4,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CHUK,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CILK1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CIMIP7,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CLASP1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CLCNKA,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CLEC17A,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CLECL1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CLN5,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CNPY3,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
COG1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
COG3,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
COL23A1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
COL25A1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
COLEC12,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
COPS2,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CORO7,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CPNE8,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CPO,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CPSF1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CRACD,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CRAMP1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CREB3L4,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CREM,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CRTC1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CRYAA,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CRYBA4,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CSKMT,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CSNK1A1L,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CSNK2A1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CSRNP3,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CSRP1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CT47B1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CTAGE6,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CTAGE9,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CTC1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CTNNAL1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CTSO,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CUL5,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CWC22,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CXCR1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CYP27A1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CYP27C1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CYRIA,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
CYYR1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
DAB2IP,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
DAO,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
DAPK1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
DAPP1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
DCLRE1C,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
DCT,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
DCX,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
DDC,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
DDR1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
DDX10,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
DDX54,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
DEFB114,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
DEFB118,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
DENND5B,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
DHTKD1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
DHX35,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
DHX36,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
DLAT,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
DLG4,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
DLG5,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
DLGAP4,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
DMC1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
DMRTA1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
DMRTC2,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
DNAAF6,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
DNAH6,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
DNAJA3,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
DNAJB8,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
DNAJC16,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
DNAJC2,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
DNAJC5B,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
DPEP2,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
DPF2,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
DPY19L1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
DPY19L3,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
DRC11,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
DRC9,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
DRD3,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
DSCR4,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
DTL,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
DTNA,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
DUS2,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
DUSP22,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
DVL1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
E4F1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
ECHDC2,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
EDC3,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
EDEM3,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
EDN3,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
EDRF1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
EFHC1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
EFR3A,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
EGFL6,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
EHHADH,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
EHMT1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
EHMT2,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
EIF4A2,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
EIF4ENIF1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
ELP1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
EMC1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
EMILIN1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
EMILIN2,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
ENG,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
ENO1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
ENTHD1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
ENTPD4,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
EPHA10,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
EPO,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
ERCC5,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,DNA repair,low_frequency,1.0
ERCC6L,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
ERICH6,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
ERMARD,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
ERN1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
ETF1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
EXD1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
EXD2,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
EXO5,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
EXOSC10,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
FAM111B,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
FAM13B,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
FAM170A,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
FAM234B,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
FAM53A,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
FAM83F,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
FAM90A1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
FANK1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
FAR2,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
FBH1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
FBXL22,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
FBXO30,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
FBXO43,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
FCER2,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
FCRL4,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
FDCSP,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
FECH,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
FERMT1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
FGD4,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
FGF7,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
FGF9,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
FGFBP1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
FGFBP2,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
FHOD3,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
FMNL2,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
FMR1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
FOXA1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
FOXD4L1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
FOXK2,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
FSHB,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
FTSJ3,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
FUS,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
FUT8,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
FZD6,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
GALNT3,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
GARS1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
GAS2,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
GATAD2B,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
GBE1,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
GBP2,3,1,28,2,74,0.034482758620689655,0.02631578947368421,1.3214285714285714,1.0,False,,low_frequency,1.0
