gene,mutated_samples,dcb_mutated,dcb_wildtype,no_dcb_mutated,no_dcb_wildtype,dcb_mutation_fraction,no_dcb_mutation_fraction,odds_ratio_dcb,p_value,flag_gene,biology_panel,frequency_tier,q_value
KLF17,8,4,25,4,72,0.13793103448275862,0.05263157894736842,2.88,0.21215572216051232,False,,primary_screen,1.0
KRTAP4-11,8,4,25,4,72,0.13793103448275862,0.05263157894736842,2.88,0.21215572216051232,False,,primary_screen,1.0
KYNU,8,4,25,4,72,0.13793103448275862,0.05263157894736842,2.88,0.21215572216051232,False,,primary_screen,1.0
LAMA5,8,4,25,4,72,0.13793103448275862,0.05263157894736842,2.88,0.21215572216051232,True,,primary_screen,1.0
LRRIQ3,8,4,25,4,72,0.13793103448275862,0.05263157894736842,2.88,0.21215572216051232,False,,primary_screen,1.0
MYOM1,8,4,25,4,72,0.13793103448275862,0.05263157894736842,2.88,0.21215572216051232,False,,primary_screen,1.0
NPY4R,8,4,25,4,72,0.13793103448275862,0.05263157894736842,2.88,0.21215572216051232,False,,primary_screen,1.0
NUP210,8,4,25,4,72,0.13793103448275862,0.05263157894736842,2.88,0.21215572216051232,False,,primary_screen,1.0
OR51B5,8,4,25,4,72,0.13793103448275862,0.05263157894736842,2.88,0.21215572216051232,False,,primary_screen,1.0
OR51Q1,8,4,25,4,72,0.13793103448275862,0.05263157894736842,2.88,0.21215572216051232,False,,primary_screen,1.0
PALLD,8,4,25,4,72,0.13793103448275862,0.05263157894736842,2.88,0.21215572216051232,False,,primary_screen,1.0
PDE4A,8,4,25,4,72,0.13793103448275862,0.05263157894736842,2.88,0.21215572216051232,False,,primary_screen,1.0
PLG,8,4,25,4,72,0.13793103448275862,0.05263157894736842,2.88,0.21215572216051232,False,,primary_screen,1.0
POM121L12,8,4,25,4,72,0.13793103448275862,0.05263157894736842,2.88,0.21215572216051232,False,,primary_screen,1.0
PTPRO,8,4,25,4,72,0.13793103448275862,0.05263157894736842,2.88,0.21215572216051232,False,,primary_screen,1.0
RCSD1,8,4,25,4,72,0.13793103448275862,0.05263157894736842,2.88,0.21215572216051232,False,,primary_screen,1.0
SAMHD1,8,4,25,4,72,0.13793103448275862,0.05263157894736842,2.88,0.21215572216051232,False,,primary_screen,1.0
SERPINB4,8,4,25,4,72,0.13793103448275862,0.05263157894736842,2.88,0.21215572216051232,False,,primary_screen,1.0
SH3TC2,8,4,25,4,72,0.13793103448275862,0.05263157894736842,2.88,0.21215572216051232,False,,primary_screen,1.0
SIM1,8,4,25,4,72,0.13793103448275862,0.05263157894736842,2.88,0.21215572216051232,False,,primary_screen,1.0
SLC27A6,8,4,25,4,72,0.13793103448275862,0.05263157894736842,2.88,0.21215572216051232,False,,primary_screen,1.0
SLITRK5,8,4,25,4,72,0.13793103448275862,0.05263157894736842,2.88,0.21215572216051232,False,,primary_screen,1.0
TAS2R39,8,4,25,4,72,0.13793103448275862,0.05263157894736842,2.88,0.21215572216051232,False,,primary_screen,1.0
TBX18,8,4,25,4,72,0.13793103448275862,0.05263157894736842,2.88,0.21215572216051232,False,,primary_screen,1.0
TDRD6,8,4,25,4,72,0.13793103448275862,0.05263157894736842,2.88,0.21215572216051232,False,,primary_screen,1.0
TESPA1,8,4,25,4,72,0.13793103448275862,0.05263157894736842,2.88,0.21215572216051232,False,,primary_screen,1.0
YLPM1,8,4,25,4,72,0.13793103448275862,0.05263157894736842,2.88,0.21215572216051232,False,,primary_screen,1.0
CSMD2,27,10,19,17,59,0.3448275862068966,0.2236842105263158,1.826625386996904,0.21990305032992946,False,,primary_screen,1.0
TP53,15,2,27,13,63,0.06896551724137931,0.17105263157894737,0.358974358974359,0.2267273674384927,False,Melanoma drivers,primary_screen,1.0
PKHD1L1,30,11,18,19,57,0.3793103448275862,0.25,1.8333333333333333,0.22923155505452794,False,,primary_screen,1.0
AHNAK2,17,7,22,10,66,0.2413793103448276,0.13157894736842105,2.1,0.23476779767347508,True,,primary_screen,1.0
TEX15,17,7,22,10,66,0.2413793103448276,0.13157894736842105,2.1,0.23476779767347508,False,,primary_screen,1.0
COL3A1,18,7,22,11,65,0.2413793103448276,0.14473684210526316,1.8801652892561984,0.2565590341488651,False,,primary_screen,1.0
MECOM,18,7,22,11,65,0.2413793103448276,0.14473684210526316,1.8801652892561984,0.2565590341488651,False,,primary_screen,1.0
NF1,18,7,22,11,65,0.2413793103448276,0.14473684210526316,1.8801652892561984,0.2565590341488651,False,Melanoma drivers,primary_screen,1.0
ZNF99,18,7,22,11,65,0.2413793103448276,0.14473684210526316,1.8801652892561984,0.2565590341488651,False,,primary_screen,1.0
ABCA1,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
BMPER,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
CCDC178,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
CHL1,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
CPED1,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
DDX60,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
FPR2,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
FRYL,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
GIMAP1,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
GLI2,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
GOLGB1,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
GRIK1,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
ITGA5,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
ITGA7,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
KCNJ12,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
KCNJ3,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
KEL,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
KIAA1217,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
KLB,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
LRFN2,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
MCTP1,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
MOV10L1,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
MTOR,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
MYH3,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
N4BP2,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
NBPF1,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
NEDD9,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
NIN,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
NLRP14,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
NOL4,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
OR4C16,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
PCDHA6,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
PCDHA8,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
PCDHB1,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
PCF11,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
PHLDB2,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
PRKDC,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
RESF1,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
RICTOR,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
RIPOR3,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
SLX4,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
SPTAN1,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
TDRD5,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
TP53BP1,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
UGT2B10,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
UGT2B11,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
VPS13C,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
XIRP1,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
XKR3,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
ZNF229,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
ZNF711,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
ZP4,9,4,25,5,71,0.13793103448275862,0.06578947368421052,2.272,0.25683473368005555,False,,primary_screen,1.0
NEXMIF,19,3,26,16,60,0.10344827586206896,0.21052631578947367,0.4326923076923077,0.2640383768958838,False,,primary_screen,1.0
DNAH9,21,8,21,13,63,0.27586206896551724,0.17105263157894737,1.8461538461538463,0.2772139414229909,False,,primary_screen,1.0
MYH1,21,8,21,13,63,0.27586206896551724,0.17105263157894737,1.8461538461538463,0.2772139414229909,False,,primary_screen,1.0
RYR1,21,8,21,13,63,0.27586206896551724,0.17105263157894737,1.8461538461538463,0.2772139414229909,False,,primary_screen,1.0
ADAM18,10,1,28,9,67,0.034482758620689655,0.11842105263157894,0.26587301587301587,0.27773460854018883,False,,primary_screen,1.0
EML5,10,1,28,9,67,0.034482758620689655,0.11842105263157894,0.26587301587301587,0.27773460854018883,False,,primary_screen,1.0
GUCY2C,10,1,28,9,67,0.034482758620689655,0.11842105263157894,0.26587301587301587,0.27773460854018883,False,,primary_screen,1.0
KIF2B,10,1,28,9,67,0.034482758620689655,0.11842105263157894,0.26587301587301587,0.27773460854018883,False,,primary_screen,1.0
PLCL2,10,1,28,9,67,0.034482758620689655,0.11842105263157894,0.26587301587301587,0.27773460854018883,False,,primary_screen,1.0
POTEE,10,1,28,9,67,0.034482758620689655,0.11842105263157894,0.26587301587301587,0.27773460854018883,False,,primary_screen,1.0
RGS7,10,1,28,9,67,0.034482758620689655,0.11842105263157894,0.26587301587301587,0.27773460854018883,False,,primary_screen,1.0
ROBO2,10,1,28,9,67,0.034482758620689655,0.11842105263157894,0.26587301587301587,0.27773460854018883,False,,primary_screen,1.0
SLC26A7,10,1,28,9,67,0.034482758620689655,0.11842105263157894,0.26587301587301587,0.27773460854018883,False,,primary_screen,1.0
CACNA1S,11,1,28,10,66,0.034482758620689655,0.13157894736842105,0.2357142857142857,0.28288950231553117,False,,primary_screen,1.0
CCDC141,11,1,28,10,66,0.034482758620689655,0.13157894736842105,0.2357142857142857,0.28288950231553117,False,,primary_screen,1.0
HEPH,11,1,28,10,66,0.034482758620689655,0.13157894736842105,0.2357142857142857,0.28288950231553117,False,,primary_screen,1.0
RGPD4,11,1,28,10,66,0.034482758620689655,0.13157894736842105,0.2357142857142857,0.28288950231553117,False,,primary_screen,1.0
SLC34A2,11,1,28,10,66,0.034482758620689655,0.13157894736842105,0.2357142857142857,0.28288950231553117,False,,primary_screen,1.0
TIAM2,11,1,28,10,66,0.034482758620689655,0.13157894736842105,0.2357142857142857,0.28288950231553117,False,,primary_screen,1.0
ZNF285,11,1,28,10,66,0.034482758620689655,0.13157894736842105,0.2357142857142857,0.28288950231553117,False,,primary_screen,1.0
UNC13C,23,4,25,19,57,0.13793103448275862,0.25,0.48,0.29392829272002086,False,,primary_screen,1.0
NEB,24,9,20,15,61,0.3103448275862069,0.19736842105263158,1.83,0.297940148010946,True,,primary_screen,1.0
SYNE1,24,9,20,15,61,0.3103448275862069,0.19736842105263158,1.83,0.297940148010946,True,,primary_screen,1.0
A2M,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
AADACL4,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
AARS2,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
AASS,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
ABCA10,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
ABHD1,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
ACLY,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
ACR,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
ACSF3,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
ACTL7A,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
ADAM10,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
ADAMTS8,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
ADCY2,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
ADGRA2,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
AGAP7P,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
AGTPBP1,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
AKR1C4,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
AKT1,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
ALG13,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
ALOX15,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
ANKRD35,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
ANO3,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
ANXA7,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
ARFGAP2,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
ARHGAP15,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
ARHGAP36,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
ARHGEF2,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
ARNT2,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
ASCC2,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
ASIC4,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
ASIC5,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
ATAD2B,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
ATF6B,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
ATG13,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
ATIC,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
ATP5F1A,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
ATRN,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
BCKDK,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
BCL9,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
BCO1,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
BICC1,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
BLTP2,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
BNIP5,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
BPIFB3,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
BRME1,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
BTBD8,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
BTBD9,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
BTN2A1,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
BTNL9,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
C16ORF78,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
C1ORF226,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
C9ORF152,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CALHM5,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CAMK1D,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CAMKV,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CAMTA2,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CATSPERG,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CBFA2T2,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CCDC148,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CCDC180,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CCDC28A,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CCDC3,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CCDC38,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CCDC70,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CCDC88A,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CCNT2,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CDC25C,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CDC42BPB,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CDC42EP4,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CDKL3,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CDT1,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CEACAM7,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CEMIP2,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CEP112,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CEP120,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CEP128,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CEP68,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CEP85,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CFAP45,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CFAP69,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CFI,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CHD1,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CHRND,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CILP,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CLCN6,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CLCN7,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CLEC18C,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CLEC4F,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CLMN,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CNGA3,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CNR2,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CNTN1,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
COCH,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
COL6A2,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
COLEC10,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CPM,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CPNE4,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CPT1A,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CPT1B,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CPT1C,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CRELD1,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CSF2RB,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CSF3R,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CTNS,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CTTNBP2,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CUL9,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CUZD1,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CYP19A1,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CYP27B1,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
CYP3A7,4,2,27,2,74,0.06896551724137931,0.02631578947368421,2.740740740740741,0.3051223476694636,False,,low_frequency,1.0
